image_path,binary_label,crop_source_label,negative_subcategory,source_id,source_name,sha256,original_source_url,creator_author,license,license_url,download_date,split
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4082.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,bbe456eecf81b804dce57c325c34364cc920fe8db6e3d37008a0f91d4d2468f3,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4082.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_0955b964b1b7.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,0955b964b1b7fc9ede9b864dd25802d8fe5b477bdc47fa24d7b555f61c6c5fad,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Red/148_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,val
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4432.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,b4e2db6699baf6160db6709dafeeb27848712405b1acf373e71ed4e6d29e8d65,D:\CropDiseaseProject\chilli_cold\healthy\IMG_4432.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4191.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,1e0a86f8df9e5a7f61145f8588c1861140d3b065d0258f9490d39d3d68294bcb,D:\CropDiseaseProject\chilli_cold\healthy\IMG_4191.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_2024\Black rot\black rot004.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,433fd5337cc13fa463d59f228d4fe86bf7ad1f0d6a9f0925b13b91424d27824b,D:\CropDiseaseProject\grape_2024\Black rot\black rot004.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5645.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,76f4755da25bb136f321078c66d224d1a792842233d4c7d2777da1f81e753784,D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5645.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\sugarcane_maharashtra\Mosaic\mosaic (435).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,da2c8d6783020a7559a83048fecddc03d4e92db1c38334e55179415ae3bedb7b,D:\CropDiseaseProject\sugarcane_maharashtra\Mosaic\mosaic (435).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_302497e5638f.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,302497e5638f1a5ed0131d23fd27d67925997dcde547e6b4830b0eb70dd92826,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape White/255_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\grape_2024\healthy\healthy088.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,48a43cbe76367fd2a6a5af30f17731209c3f26b24ba55dd30bc5b25b3528ba7d,D:\CropDiseaseProject\grape_2024\healthy\healthy088.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f16a755a-b69f-4304-a292-4b32e00b34be___UF.GRC_YLCV_Lab 03007.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,765bd61b18ccf9ea4a2c9fa793a34a7d5c52cce75b74daf442d3cf128b27aff2,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f16a755a-b69f-4304-a292-4b32e00b34be___UF.GRC_YLCV_Lab 03007.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\300a1a92-1ef2-4e5f-914a-58cb34268f89___Com.G_TgS_FL 9787.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,8fff35e5abe6c2a46365632e96c0190ee3a932687ff54b6a2c93d8c9d6bc17b7,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\300a1a92-1ef2-4e5f-914a-58cb34268f89___Com.G_TgS_FL 9787.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_d4c90be09f5f.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,d4c90be09f5fa1b6411ab65a386e5bad83741c69b9a02f198e56b99e3879259a,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_d4c90be09f5f.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_9e7aa17534cc.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,9e7aa17534cc9cf31d5c6fc178c3180c26ebc777ac3eabff00925648f706b0c0,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_9e7aa17534cc.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,val
D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight172.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,c352b8dfd985591ea0779ceac110ccf6fa89c28b24b8ac0604cb913552c83dcc,D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight172.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-03_agri_tools_equipment_bbe9cd44dd62.jpg,0,non_leaf,agri_tools_equipment,SRC-03,Wikimedia Commons,bbe9cd44dd62af54228549bb10959827e291dcdf9cbcfa213617a71296f12499,https://commons.wikimedia.org/wiki/File:Frozen_brand_new_tractors_displayed_outside_Diem%27s_farm_machinery_store._8d23498v.jpg,Marjory Collins,PD,https://commons.wikimedia.org/wiki/Commons:Licensing,2026-09-23,test
D:\CropDiseaseProject\grape_2024\healthy\healthy1104.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,53c46849513089ad89210ee073ed8c4af005dc75acade3640fa0725927c65b87,D:\CropDiseaseProject\grape_2024\healthy\healthy1104.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4424.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,9fbd34e99ed0af77e0fae5b28cf658f42fcaa52677ee97f7d88697afa060c252,D:\CropDiseaseProject\chilli_cold\healthy\IMG_4424.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\80d49051-a7ab-4e01-9370-08ba47aee1d3___RS_HL 0566.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,2af47fc79ee1a962749a5cfab82050cff4d00995646055b8c4fd5072d224b1bc,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\80d49051-a7ab-4e01-9370-08ba47aee1d3___RS_HL 0566.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\c7281266-81e4-4ef3-a601-7662898fe565___GCREC_Bact.Sp 3148.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,b16a42092e1e4926ddb206d5d40d762e4ee9fe1f672ca0cb61b4899b360bdbe5,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\c7281266-81e4-4ef3-a601-7662898fe565___GCREC_Bact.Sp 3148.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_5ce57cd1f2e2.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,5ce57cd1f2e24f82b5cae2188e2bd6807cc0607caa906c8280f8f384d1ca0e8a,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_5ce57cd1f2e2.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_f59fa4f5d891.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,f59fa4f5d89194b7df822d6d91c00a3692bd470ef1a1a541853246e39edeefd3,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape White/241_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5634.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,1f78ad00da09e9c72e8d92a5d6f7a1afb0182cb5994da7d56fe1766994b88326,D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5634.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_b1bf61ba4bf4.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,b1bf61ba4bf4f808be274867578ec38dfcd44c34872cd4decfcd0f3222bac83c,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Black_soil/0566430774.jpeg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,test
D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf1025.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,6ba39456f97df83e6f112ff8745eacb394c5cc4580fd87292cd6b3c03d2b1c98,D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf1025.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_7fef3c320dff.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,7fef3c320dffcf35ec1732ce3a904e1dd45e3002a73ef67537e030216e35564f,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_7fef3c320dff.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_48d8707b11df.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,48d8707b11df9b512646144f731f7e30b40264ebc7588517edb3e6763636a7bf,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_48d8707b11df.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_b3472b3be70b.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,b3472b3be70b287ffd45071589984d055737adc3818840906af7c204e759976e,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_b3472b3be70b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3904.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,2f31747d060c319b80b9650c2c91b754c67b1c4120c5d38ee66651a4c61523ee,D:\CropDiseaseProject\chilli_cold\healthy\IMG_3904.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-02_plant_parts_nonleaf_0621513bed4b.jpg,0,non_leaf,plant_parts_nonleaf,SRC-02,Google Open Images V7,0621513bed4b5b36e789f929e567498120a4489eee014817822cf42b74bafa5f,https://openimages.github.io/v7/validation/SRC-02_plant_parts_nonleaf_0621513bed4b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\80143d7f-db3e-4ed8-8a20-647dc0caa908___GHLB2 Leaf 78.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,f19aa9745d5cf29ef637013b0cbeea3177331c4c6a299ec960b4d013a6b77acb,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\80143d7f-db3e-4ed8-8a20-647dc0caa908___GHLB2 Leaf 78.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-03_buildings_structures_39da05c35a9e.jpg,0,non_leaf,buildings_structures,SRC-03,Wikimedia Commons,39da05c35a9eb54a202e944e27d351d54a9c55d61e79435cf3b6de7d3f316f28,https://commons.wikimedia.org/wiki/File:The_Great_Glasshouse_-_Western_Entrance_-_geograph.org.uk_-_4228739.jpg,M J Richardson,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Healthy Leaves\image141.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,0c47e444213a1a2dd00e41acdb520661ebdf1394c9eab01064010b9f54d39427,D:\CropDiseaseProject\sugarcane_large\Healthy Leaves\image141.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf1144.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,c2b17a4706b04654ddc274ff98033bbd2f66c70f1fcf70701aee476b76dba0f2,D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf1144.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_52f5e5f717b6.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,52f5e5f717b6d82d9be5fcb2e33dcb3e5b0ec29cc7cedc6a1c1ea0d85eff167d,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_52f5e5f717b6.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Pokkah Boeng\Pokkah Boeng168.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,29c17fd0c9f62b8ed03dfd5ef6fa6f34b6daeff7a191620a65a6975a5e3854d2,D:\CropDiseaseProject\sugarcane_large\Diseases\Pokkah Boeng\Pokkah Boeng168.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2f8099f2-6966-44f7-a938-227e08a79c80___YLCV_NREC 2375.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,a7d318b0012aa57a386c25f99a36a531e3f64673fbfea829c6c30b1a1e39633a,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2f8099f2-6966-44f7-a938-227e08a79c80___YLCV_NREC 2375.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_2024\Black rot\black rot151.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,3430cc27427e5d25500fbc204b53b246ef93200f66e4cc5b94fac4fc5190e54f,D:\CropDiseaseProject\grape_2024\Black rot\black rot151.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-02_agri_tools_equipment_3deefceff94a.jpg,0,non_leaf,agri_tools_equipment,SRC-02,Google Open Images V7,75fed6516db0df340dd1a321b0a0e2a20aecf8722e3d803bebccfc104f24992a,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_3deefceff94a.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_0d92b3b813c1.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,0d92b3b813c1456b3f9879f966f8576d770c877e34ca74c69a9415cf89adfafe,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Alluvial_soil/1083258158.jpeg,Shushanth (Alluvial Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_mosaic_virus\27000177-5a1d-4539-b78d-07a6f9a38089___PSU_CG 2168.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,f8abd55589502e7f3edea6f33f7d710f1dcfdfc29c6188e238ed7a32fe44c7c0,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_mosaic_virus\27000177-5a1d-4539-b78d-07a6f9a38089___PSU_CG 2168.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d3c0be8f-9656-4b81-83e9-42ac109339ec___UF.GRC_YLCV_Lab 03217.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,a999aa1972b0a8c4aad5c551c34efea016b2c5fac83c98032ee2feb76652ebab,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d3c0be8f-9656-4b81-83e9-42ac109339ec___UF.GRC_YLCV_Lab 03217.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_c5fd1eafa2f0.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,c5fd1eafa2f0e49e51b5dfe954c8429900be63610de3a65733ba2ab20cccaad7,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_c5fd1eafa2f0.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_244aa35e958b.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,244aa35e958b800b34426ccb173014c51822e833ce66687d56092a336cfb9e9a,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_244aa35e958b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3246.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,4199bbf4b10489afa371bcddfce5e86a7d55af0de1d3c0820cc868c4cb5ca8ff,D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3246.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_2a3f4f978e55.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,2a3f4f978e55f3bd41856b3f59f9fce15a158c348d3e0dddb76a62fce3082c09,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_2a3f4f978e55.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,val
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_866723f11c25.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,866723f11c2571b70f16e1cefd944fed4dfe145d706c09dca528ae9631b7bb23,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Green/122_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\7a911998-4bc2-4949-93a1-050d7cedca01___Com.G_TgS_FL 0768.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,eef3d8a2343a7303dc231c7992f84192534c64fba1a7e073e603872fee575b99,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\7a911998-4bc2-4949-93a1-050d7cedca01___Com.G_TgS_FL 0768.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Septoria_leaf_spot\0ab271a7-765e-4675-8bfc-e249c0c86fdd___Keller.St_CG 1778.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,e822c9108e18842b22a352c42f2d36b3adf18b4fc8759e9a213b75eda5f093f5,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Septoria_leaf_spot\0ab271a7-765e-4675-8bfc-e249c0c86fdd___Keller.St_CG 1778.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_57ba7696d739.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,57ba7696d73981e14d0e4efa224efc57c35cabde3311c0c9548df1fe014ba7b0,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Red_soil/0086731915.jpeg,Shushanth (Red Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3882.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,ca446128c3616f04ed0f7ad728f302dceb70f2badd991ee8ebed0eb9ff259649,D:\CropDiseaseProject\chilli_cold\healthy\IMG_3882.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5483.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,13bbc1e18fd9dab2d4472dac3541ac28259ea772fd3dc2e7c85f1ebbd3b82ce8,D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5483.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5510.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,9751e70cc416bd289a33f6e14ae1001ac0450b95a90f7231f7ecf8baa2bc94a5,D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5510.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_527.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,0eb14529db74dcd9796a810925916277a981ec405507f23d47ce48bdbaefb486,D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_527.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_a50884de0b54.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,a50884de0b544c291f8a859ef2658b1248aa2601f77969340cb3d8c8b6166c34,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Black_soil/0572968607.jpg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_9a36a2df7456.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,9a36a2df7456e95ab50688cedfcbfcb84e5817d431622fff01f4aa6e36776873,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_9a36a2df7456.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,test
D:\CropDiseaseProject\grape_2024\healthy\healthy629.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,f9b59265af65101fb9636a1dfaaae448c707dc02cc4243e15a74a54d218fbb97,D:\CropDiseaseProject\grape_2024\healthy\healthy629.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\d9461bb6-7502-4f29-80eb-e691b7f5619f___GCREC_Bact.Sp 6293.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,755c7d636bcc37b94bb8960a5a5ea6da2da1848bb1bd29dedf38da579e9a2649,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\d9461bb6-7502-4f29-80eb-e691b7f5619f___GCREC_Bact.Sp 6293.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,val
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_5642bd33dba8.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,5642bd33dba81e5934c8d711ee85079dbf2f30b7f5d6a348e01465b9b1e623b7,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_5642bd33dba8.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\grape_2024\healthy\healthy855.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,9a8cebba3a8e2a359530f987c384a06408cf23efb013732c2d04061e235afeec,D:\CropDiseaseProject\grape_2024\healthy\healthy855.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
