filename,folder,class_label,exclusion_reason,sha256_hash,details
866.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c661cef23a934026057470034fa3c581f757ff8d20635248f4fbc9a71fa1dea8,Identical SHA-256 to earlier Ulfa image file
867.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,311d186f109e8dfcd772e81711a8e4732735e6e84b3c42f6582b59173fbc4356,Identical SHA-256 to earlier Ulfa image file
868.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5d87cba372f6e46cec485c38da745e9261652608c6bb1b7762fe757f90cb8efc,Identical SHA-256 to earlier Ulfa image file
869.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,932b0080940f80982fcd60a710a10f0de2e6344f635fd371157eec4ffe4aca2b,Identical SHA-256 to earlier Ulfa image file
870.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,bbfdbc1650a5475ae361eaa84ec51be41ca4d5502bdaad871b961e8135163830,Identical SHA-256 to earlier Ulfa image file
871.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9fb7d30c16ed193c6ce16037edef27554e8ba1d221ad907b506a91bb72244aae,Identical SHA-256 to earlier Ulfa image file
872.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9fb7d30c16ed193c6ce16037edef27554e8ba1d221ad907b506a91bb72244aae,Identical SHA-256 to earlier Ulfa image file
873.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,32d1e89f24f506033ee8898b1f80b93a69098786fb99765a9c15e830f138ba8f,Identical SHA-256 to earlier Ulfa image file
874.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,4999dd94ec17d8af7ec26624cdd6a580c20d3984d4c5b3bb2eaed122d7790106,Identical SHA-256 to earlier Ulfa image file
875.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a01178177a5151af69be9a3e257633d419672e47732db2999bc43def0e5134b9,Identical SHA-256 to earlier Ulfa image file
876.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,4999dd94ec17d8af7ec26624cdd6a580c20d3984d4c5b3bb2eaed122d7790106,Identical SHA-256 to earlier Ulfa image file
877.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,90c8f5237f8e50c4103472dff8b934911d38700c1d3b8428f0e57b2188dbc693,Identical SHA-256 to earlier Ulfa image file
878.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a451efe866f7b57f5dbc12c36885b99154612f45a7b58753316f4fd173479b96,Identical SHA-256 to earlier Ulfa image file
879.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a451efe866f7b57f5dbc12c36885b99154612f45a7b58753316f4fd173479b96,Identical SHA-256 to earlier Ulfa image file
880.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,efd033b4b85b8137de77531ea44fe94a12c7df26f41c20f2b0f6bc17139bb302,Identical SHA-256 to earlier Ulfa image file
881.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,37397479434a4ede383dbc34bfafa0b30ddf4cc95d867c847bb46c797a805dc5,Identical SHA-256 to earlier Ulfa image file
882.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b9d1bd788e4e9f945366fc5438d84a62174b272453ee450d5ada8f0c530ccb32,Identical SHA-256 to earlier Ulfa image file
883.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,37397479434a4ede383dbc34bfafa0b30ddf4cc95d867c847bb46c797a805dc5,Identical SHA-256 to earlier Ulfa image file
884.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,e6f2c66d93cbb1db06a15a7b00b136deb8afaf55b0f14a0a40cefc98a73442a2,Identical SHA-256 to earlier Ulfa image file
885.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,1ec8527ff161750cb29019f25c45c172dfc57f5f6fca107f6f5bc5225f9d08ae,Identical SHA-256 to earlier Ulfa image file
886.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,d3c2c382ff6ada83f6b15496b54520851258af2cb493e364e0c9108bf0e83acb,Identical SHA-256 to earlier Ulfa image file
887.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,bd7d394a9bc350a11f5269f8eaea0ca2ceb30aa6be0917ac0c615fab2d1a725a,Identical SHA-256 to earlier Ulfa image file
888.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,fd86f3c5953af26380b29ad1316b8cd8f98f6e4db54da247de942886faad04dc,Identical SHA-256 to earlier Ulfa image file
889.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,3b816cdb6cb7421af8d3dcf282991692f0aad61d99f8450ecd027c9abc5d69ed,Identical SHA-256 to earlier Ulfa image file
890.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,0f81492481cdb2201eca66e0a29c1e491600eef5e0fc79371003fe3a16bf4ff1,Identical SHA-256 to earlier Ulfa image file
891.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,0f81492481cdb2201eca66e0a29c1e491600eef5e0fc79371003fe3a16bf4ff1,Identical SHA-256 to earlier Ulfa image file
892.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,85c640a8e54580ebc37f7c5f3dec29dce5dc5b7685d70ef3f346aa25ce7e6db8,Identical SHA-256 to earlier Ulfa image file
893.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b7dd5f5d0e08a238b93645ed6b882bf0c5a3a9735bc0cc361c6bcb44d94629a2,Identical SHA-256 to earlier Ulfa image file
894.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b7dd5f5d0e08a238b93645ed6b882bf0c5a3a9735bc0cc361c6bcb44d94629a2,Identical SHA-256 to earlier Ulfa image file
895.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a4003a7a5c14cd95c23365359153f7fc0a2ee691184fbf8bdbacf27866a2bbb2,Identical SHA-256 to earlier Ulfa image file
898.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b6350b6b372b1a096f7c3339119ea182e5e5851044c3f5cec03fa4cecfb4a20c,Identical SHA-256 to earlier Ulfa image file
900.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,99dc866fcf1f50d8b9a652b2f953ae9044e8ff53fb32b9d49f14b88eca300f7f,Identical SHA-256 to earlier Ulfa image file
903.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c84c9f8b10e444775977ce42a9b5c8ff9817c2914e3965624c0efa42037d9209,Identical SHA-256 to earlier Ulfa image file
904.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,29b93bd6cf63c8ff6de29d160fb935f06ad7c3bbc58cd1c1eebc0a48476e6e9f,Identical SHA-256 to earlier Ulfa image file
905.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,1a2c8810159ef9c3616268869c57212354c59fb67d62fd2122c058b8c238329f,Identical SHA-256 to earlier Ulfa image file
906.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,63debfac43de863dffaccbced94c3d69a2b5597691974478a43077fa0b314bbb,Identical SHA-256 to earlier Ulfa image file
909.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,cb50ba51377867beff86ea7eea9e5756591266567c389966fc27a258991337c0,Identical SHA-256 to earlier Ulfa image file
910.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,525dd509ab4bb07c95cb6123c186600601c52f79e320d1577e68804fcf5e7308,Identical SHA-256 to earlier Ulfa image file
912.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b28c350aff134b822f6fadb1fd01c05d1d475bc882a576c544560e3ff222d4f8,Identical SHA-256 to earlier Ulfa image file
923.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,de2d9dd2ca7fe71080ce189705dfba1c6e41f20aed27541ff59bea917427b636,Identical SHA-256 to earlier Ulfa image file
925.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,3d3385375e26bddfc7ce600a4faf0c463709867a476a27c4c8d56a9cdbd874fc,Identical SHA-256 to earlier Ulfa image file
939.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,574a76ecd01d8dda0284cab0a9bbd7d8b0d4db6af42f782287afc746906378d6,Identical SHA-256 to earlier Ulfa image file
945.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9e7a79c674de3f242ba504966edaf48254b8c242e2587040a5820ffb9379c961,Identical SHA-256 to earlier Ulfa image file
951.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,11257454232f488ed2670b66fc02003fa3e4e551a84407b52722d07f43ba3d6d,Identical SHA-256 to earlier Ulfa image file
955.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a236e2cb0eda5b973389a53a788a15d59fe12eb730a82634d26361ffb781e12b,Identical SHA-256 to earlier Ulfa image file
96.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c2df4511bee26d6c9d44dc5f541d41bb5ec3bce6987286605f56a3490d40daf4,Identical SHA-256 to earlier Ulfa image file
967.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,e12eaa68a3c0733b6d62360e20a759fab82edae5b5ba8bcd03db3e71cdbad4fa,Identical SHA-256 to earlier Ulfa image file
97.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,fcdcc01b446b33c66ac5e936d939a772846d4f3d348ce7cd67a440cc0d8924eb,Identical SHA-256 to earlier Ulfa image file
982.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,32de1e29223811d108765c848effbf5eb4fe6a32b684df6fc4782a658854d9d3,Identical SHA-256 to earlier Ulfa image file
985.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8463dbadd62f3fc39ff354d10b40912fce4936df4c3ec245eec6cd27d0822024,Identical SHA-256 to earlier Ulfa image file
991.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,13b139f208b29580578d1a8767538e7858efae484c6e6471c18876bce1fd520c,Identical SHA-256 to earlier Ulfa image file
993.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,eb6602f2540d84526056e5b0cf691bf2f35df7eceb4818f626c6c8f40c6535ac,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),90d92b135f76447d9c6ecdb84ad58cce4e58a5fd69d6da6c68a7acf4371b58a7,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1000).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),2bd6b327162bbb78117c988134536dc13e1ff8a1bfb62e9f4fc62209d552452b,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1001).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),2b0eed494961839d7b4765296ae82079acb5d3eb3fedef6521b4e3d94cb6535f,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1002).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),90d92b135f76447d9c6ecdb84ad58cce4e58a5fd69d6da6c68a7acf4371b58a7,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1003).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),492cf4c7af0d71baeacac6f40f6ec17145bbf9d355b8eb12a36341a6bf8ef32e,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1004).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),fe810edd10d7204a22de9d220d9502f25481852b581318deb80e964e9dc0e467,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1005).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),5cdf8a8e153a8d74b0319093e8788bc9d6d9e5f21e4cafefbf8d6beed84e72ff,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1006).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),5cdf8a8e153a8d74b0319093e8788bc9d6d9e5f21e4cafefbf8d6beed84e72ff,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1007).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),83b4f24879d8393f9fa965bfbbb30f3f238983cd053f064db56f15ac68fdd904,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1008).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),393c3a87fd1822af47f3f90e542ca9d7634fd9d5f0b8359564c9ee88bdce1bd6,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1009).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),21431e5fdeb7c2b2135874887f4efe74f78aab27c7fb816130771dae4f126e1a,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1010).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),ba99d57d782ae629dda74b678a89354986ecbce7b19c1ecd4ca7cc2656d13ad8,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1011).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),5283b403e737fda9432181c8ae13e0461640764ef8f36703b7aaec0fb3293c1b,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1012).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),c90e7a1cda60f9a1efb7aff5139747f97a07abc2148d3d880c3f86e98e4c7801,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1013).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),5322a25f2eb0b3d11b2473d2dc44c432d0da937815ecf5cfb69dc2fcdda90a56,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1014).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),f7047fd173e614754f7f1e02e4d498f67f782be5ce4e50dac114df84c014741b,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1015).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),d03be5fc1692d1cd9af469bdb07d094b5e25bdddbf4c5b95651a557d045a735a,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1016).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),efc63d829d9c785cdce709d7e63604aa69678817fed599bc8f881006b6cab35b,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1017).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),d3bb59dcc65fadcf8fa57e01702108c2c443dbd48e66b8d553cfcb26f18f93cc,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1018).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),d3bb59dcc65fadcf8fa57e01702108c2c443dbd48e66b8d553cfcb26f18f93cc,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1019).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),76feefa79e11ee65070ca62046da9871ba56bc2eaf90f98b43492a953da27c06,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1020).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),f99c15d3d6515609e05dbac10fdb2c1b4256b8a0d92d6ffe31df2eb1d9c7d1ba,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1021).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),40a536af09d72665e629e720e918b80af867cdbf759b90d20e92144e69d6a9cc,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1022).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),fd12b435f1e3c724ecfdb2455a4688327e76a413ac16b4fdaa26991c54906eb8,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1023).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),8259dfe52bcfc2b964fe5cfdfcf7cbe6dc4045b41632664e1ccee7e3655d621e,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1024).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),2d5607c373f26790d5b78675b7aa8af6d39674379ee43922a28bb70fcc1c9b97,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1025).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),59dc4486e9ecb5c3f77b72369b38ee3fbbd33dcd3708861694808f4b068d2b0a,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1026).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),f8c93eec0789e4b8d0dea61f6acb8705fea1a678a57bb4a1991daa733403805f,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1027).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),4483f9220dbf0db806febfdd7fcd3a8eea01db8e0a4a5750bf76688e3e574d6f,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1028).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),97995bd75534ebdaabada8cdaefa2cb3f293cd9be07fa6c47f2ec6c21efd8ad5,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1029).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),c8cf860618338b2ec68af4e298d26e5cee4f55d727aec6f6c6769e879ebcc02c,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1030).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),c8cf860618338b2ec68af4e298d26e5cee4f55d727aec6f6c6769e879ebcc02c,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1031).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),6f44dc93f942db6e69f1231a326ab20a4adea138b79a024a9adaea2da42da24e,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1032).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),8375bee2dfd3cb6c93b2a62ad4fa9b81852383717a2d800cfd0d4b336dc8f20d,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1037).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,f173190e8d5a85e8311e6de92571e908c46cb0fd3f8767e5183054aa0662d881,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1038).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),0fa5e5a695ffdfbb44acef83d0757e9bac729d8d16e80450307a2b3b2571b3af,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1039).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),0fa5e5a695ffdfbb44acef83d0757e9bac729d8d16e80450307a2b3b2571b3af,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1040).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),c226e38593bf39179ed92e9a43f005882a12fdeb4fb7921d30a5a1e3df30124e,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1041).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),e0e3021d8a409c19f53ce1220ebdb06454aa67c0a04890e524b6d9214996b828,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1042).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),b2565f347825dd6643752c8f6e6aaa27b4b17e78280a18e6a701671af3605734,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1043).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),b2565f347825dd6643752c8f6e6aaa27b4b17e78280a18e6a701671af3605734,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1044).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),592f6292c136d1ac66d2766eb643e5899e8e196a0620d425a3e0857b538d99d7,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1045).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),09509febd6c83e7fe7c4d81a699f04420a603d0041d7faa2922e4911c74cafab,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1046).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),055e365a5c7b1ebca1b3bb6696db23a1775aebb381a3f848f0aff460e0f623f2,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1047).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),b8855e7bbcce95697ead26281e14e34831726374682e43c8d3018b7f6f497f93,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1048).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),055e365a5c7b1ebca1b3bb6696db23a1775aebb381a3f848f0aff460e0f623f2,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1049).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),13c7bfdecd87779335d02315b2f248d72c3e63814523c75a185956d89a548fb5,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1050).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track B),2bd6b327162bbb78117c988134536dc13e1ff8a1bfb62e9f4fc62209d552452b,Exact SHA-256 match with Track B evaluation sample
Leaf Curl (1051).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),b864d957bb7725dbcddc1dbc6974085ed6f80981488815f79d03a8f83beb108a,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1052).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),e72da5a77c81abf0a70c4bc2976d377c8081db5cb89d916fdb2233daef5f717e,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1053).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),b864d957bb7725dbcddc1dbc6974085ed6f80981488815f79d03a8f83beb108a,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1054).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),ceff539ff56e0dc1324f6f897f8d6228d4b1435a87b4fd696b6a271f4d3606ed,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1055).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),c6f2cdebfcfb9c28bbe90196afc63716c9d2dc0429e2aac2f97c57dc2c716724,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1056).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),4845b19fdf6da30b9ae3e276f2159567b11b09b9859e2241f788bd16422ee040,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1057).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),4922f04be45debbd6ec870f58144a61865684022d6c38edbf084e9ff98acd75f,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1058).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),4845b19fdf6da30b9ae3e276f2159567b11b09b9859e2241f788bd16422ee040,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1059).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),f92a8e88140a357692b4785939f1dbd40774c6b82948041d19e35dd461cc1d45,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1060).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),fc6b1d18cf8990ac68e7cbab72dcb4f6184e8f28b4ab952b5739f5faed431faa,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1061).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),fc6b1d18cf8990ac68e7cbab72dcb4f6184e8f28b4ab952b5739f5faed431faa,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1062).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),0281d0a1dd154ddfbdeb7283d89d225521652480beb8168656c020d61e0efaa6,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1063).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),4ee971dbf492a5d1b5d508b8cb52bdc1f60aaa7dd05709324e8cdf821c70df4d,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1064).jpg,Leaf Curl,murda complex,EVAL_SET_EXACT_COLLISION (Track C),54069f1a66936cf1dc486763d92b5764768094ab498f28e371ea8ad0bb3a48b2,Exact SHA-256 match with Track C evaluation sample
Leaf Curl (1067).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,294c65b9a10e1777e41627b0c7a1681d1446256d444ab1274c862e1bf80f01e1,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1069).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,5c7922f74732e82b8dc02312750d9da6949e902cb8ff8788cd575e37f424617c,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1077).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,49ac7f40297c9cc0d6c000a3f79b0013bd01b57f321a8fd0f0d953ebe727e0f8,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1085).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,ce0e637b2a34f44a3d98fce926003af71f7bf5728d72e7ca022266926bbe4978,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1091).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,9e1f260a1275d4eef4ef18cac191ff405b626f578cbbdc58014096dd04d71732,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1096).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,309611d984a2aacf7f00fd3bab0cc662aa02075fd62799e18753a71d1cc8f9c9,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1101).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,b2d103b4dfe15a073a12190ebf904f4393ba83e107bb64fd0e292e5dc7bdd69f,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1105).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,d67fa59db1ddb0f2342202c7054effd785b73f3bb09773259c16e7e0c8b4fccd,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1108).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,9a5362d98aa6aba69e69110a4b9203614edda19626436921b9cc23428ac4d222,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1112).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,7b58d4143978272dbda4036202c033dfe6dad0fddd962a1c9bb6d15fd35d9b00,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1131).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,9df3afa498eb9890aede923f6ae416723a0e44356e365cfb3549475ab9792153,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1133).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,14b99df3981bb47b64793d8860b8a5fb14e29378251c6103c6e048911442de82,Identical SHA-256 to earlier Ulfa image file
Leaf Curl (1143).jpg,Leaf Curl,murda complex,INTERNAL_DATASET_DUPLICATE,8178eec07540a43720b5407386b9ea643c7a8a2540cee7e265ae1bf9be8450ba,Identical SHA-256 to earlier Ulfa image file
