image_path,relative_path,class_label,class_index,source_dataset,source_type,sha256_hash
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5483.JPG,chilli_cold\powdery mildew\IMG_5483.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,13bbc1e18fd9dab2d4472dac3541ac28259ea772fd3dc2e7c85f1ebbd3b82ce8
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5386.JPG,chilli_cold\cerocospora\IMG_5386.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2ac8cc5c70d3f911aeb48c6d9dd07ae76b6d725d3c0038dcc26d93a040fbc7aa
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3284.JPG,chilli_cold\nutritional deficiency\IMG_3284.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,0bf4c035f2eea7b1faa9883d2ae614a92b9a7235d46a357b99060e031c8f4ec2
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4738.JPG,chilli_cold\nutritional deficiency\IMG_4738.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,58e5dfcdc8b9a762d2485a6e0c4edb93020845079f50b8003a2b005699cd9444
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4686.JPG,chilli_cold\nutritional deficiency\IMG_4686.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,6ec1848009fd51910713cf1f122b728f86a82dcca735e3707d347b881e236aae
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5541.JPG,chilli_cold\powdery mildew\IMG_5541.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,cb4361e464f336a275c09479f897ce82cc7fce1aab248ec486a88c88248b58d3
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4416.JPG,chilli_cold\healthy\IMG_4416.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,16ce2a1c1cc0d221258e722241884f6435d2ba0a2b68862ddcfdcd9d0716da42
D:\CropDiseaseProject\chilli_cold\healthy\IMG_5627.JPG,chilli_cold\healthy\IMG_5627.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,f81eb009f4be361f40986714d2f262289c67cc5548dfcde72754f5cbfbd962d1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4167.JPG,chilli_cold\cerocospora\IMG_4167.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c8c1b76963b04b08909ae4d135d04f42a59349146177ab2046f78a4d830f7012
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3236.JPG,chilli_cold\murda complex\IMG_3236.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,6c45326b0a090733e12bc7e7274b048dba6364700be16c817d9602efb6a57ef3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5218.JPG,chilli_cold\cerocospora\IMG_5218.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,44aa9e0dec861ad37f834935946e98b4b4fddcc71ce84fc79e02fa9ce7babacf
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3482.JPG,chilli_cold\healthy\IMG_3482.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,53f4ed362ca14c6b983da525c98f286656cd9a91464f59d607afa9d95dcda155
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5276.JPG,chilli_cold\cerocospora\IMG_5276.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,371dbe189861a2654830dc69149a69d5bfdae18a0f68eca7dcc3753cc3f52b23
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4723.JPG,chilli_cold\nutritional deficiency\IMG_4723.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4ff938312d27cbd59f788843f039288510ae618ee8157387f8fdf9c2a05a26e6
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5074.JPG,chilli_cold\cerocospora\IMG_5074.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e3de09e7a436eb8c58f69851324c9905ec9f37883b743afe4b52c9f11cca67ea
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5666.JPG,chilli_cold\powdery mildew\IMG_5666.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,1c0000346b73e22aa0d3804eae8c546bb52c9226ffc813374bb31efa2764eb4a
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5534.JPG,chilli_cold\powdery mildew\IMG_5534.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,ddcd8b65a656b841d3aaa7052d85891bb495b3ed640f2d5ea5facc6241f1b758
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4466.JPG,chilli_cold\nutritional deficiency\IMG_4466.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,01dde3ac3a53b1f08170dbeb1e4e240f7cae8e691941a764481126dd64e1bc40
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5090.JPG,chilli_cold\cerocospora\IMG_5090.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,23f8519937367c788af35c5bc84faace0f1e2ec0940f3969a5e6200c90b03c13
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4451.JPG,chilli_cold\nutritional deficiency\IMG_4451.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,57ef38a55a0114c2530acadfefc325adae24e0fcf13ff95b1ad23af5f5b97ffa
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4205.JPG,chilli_cold\nutritional deficiency\IMG_4205.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d9057ad6911a97e7f415ca7a6eea23f1e3ed65b78cc3892f415113527fc46b48
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4990.JPG,chilli_cold\cerocospora\IMG_4990.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d679e72c92773751ea3af9b28e7636a90feb65a38c20f80739aa0c2ef31cbffc
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5270.JPG,chilli_cold\cerocospora\IMG_5270.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,a422996e33b43c94bfd7eee8b4ff3877c929a209d353cca217a1dd186255da40
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4185.JPG,chilli_cold\healthy\IMG_4185.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,a0bedb09fc7c706f18b98f8130edb81dc35bca030d95f52c3b519b1e0ff7b1cb
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3259.JPG,chilli_cold\murda complex\IMG_3259.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,7f6ff067da68fa399ff1a7ac02ac78c49ba48d04f3cbc63887a021e81fe3e9a5
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5086.JPG,chilli_cold\cerocospora\IMG_5086.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,20a4abbadc40732bc5a0a027034c35bf783ec47ce685d787cdde7402750d99e7
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4254.JPG,chilli_cold\murda complex\IMG_4254.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,5e32bc50209db1032c0af6e1322bc8ab75c98e84554827c7ca390168cab3ed0c
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5412.JPG,chilli_cold\cerocospora\IMG_5412.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,9d597b2cb050b30c9201ad3523b3c9440cd7ddaa17a9bf4a490286ad09411943
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3325.JPG,chilli_cold\murda complex\IMG_3325.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2bb697f8c17f882d20899d16064653e4b1ced7f4165d6d5f733287ede2460c7d
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4413.JPG,chilli_cold\healthy\IMG_4413.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,9a5e4df1310b539035c6e788a8f34f58f03c2b1316e11a8ba17a0708a930a670
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5252.JPG,chilli_cold\cerocospora\IMG_5252.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d339c7de873d2744cd999e799a20f1942566b989484cd796bf6354fb6aae9736
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4614.JPG,chilli_cold\cerocospora\IMG_4614.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c1dca5631b1253cc069767c3e97ee6297182aecbeedc125af8332bf42a7f3569
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5238.JPG,chilli_cold\cerocospora\IMG_5238.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,0fd47bc347a3e5bc2188dbdaf698eddd8dbf9b533fd27f622fa4a90c704ba3d6
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5613.JPG,chilli_cold\powdery mildew\IMG_5613.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4e9affa66e16df42bddfc04bd018d20af350ea8f406702e9a70f22a8aee32ab7
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3373.JPG,chilli_cold\nutritional deficiency\IMG_3373.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e0b0ff55e6f9e7a87adbe57972170779a943f91ce821af918dbb47f8f94b5269
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5385.JPG,chilli_cold\cerocospora\IMG_5385.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,177dd1a6859c225d07ed8ee5995dc669a2ee940e9ff5d88d3845a43a5a0e5dfa
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4231.JPG,chilli_cold\cerocospora\IMG_4231.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4b800780d8e63b8cbe918fb8caeb933acbbce1204d7c549cfff08a8c87103e4e
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4743.JPG,chilli_cold\nutritional deficiency\IMG_4743.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,b16130357c13d8e66a12ec113df6d14a5d1aa4af7f24b2fd40d364e55be01d9d
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5579.JPG,chilli_cold\powdery mildew\IMG_5579.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c515b06546e20b7b865a59f6c7e0b623218e9f818766149080e9d9b6abd877b1
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3513.JPG,chilli_cold\nutritional deficiency\IMG_3513.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e7de34d0dc6507961b55c98bea43974275a010e6273192a05e73e6d19fcbbc58
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4878.JPG,chilli_cold\nutritional deficiency\IMG_4878.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,534a2ebd57143ee58f628dbee70afbed7f2e98878575003531ce04ab573eea61
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3581.JPG,chilli_cold\cerocospora\IMG_3581.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2a768acef5abe7c24fbd16403ad02c9e89e20fde438e2b2837b5b2574f2d5ccc
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4571.JPG,chilli_cold\cerocospora\IMG_4571.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,403b12e2b0fae39abb2267b5ba41b97fb0c97a3a350cb83975c2d7c4a4eba7bb
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5603.JPG,chilli_cold\powdery mildew\IMG_5603.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,f37f34a62ba31451306fc74967a1cf5dbac7294f453d3fc9471b55ea1e471e99
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5611.JPG,chilli_cold\powdery mildew\IMG_5611.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,bf6123d8c5c0729ebd81be9d4b3e8de83140c987041b2ed6971754fb6f606e2f
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4535.JPG,chilli_cold\cerocospora\IMG_4535.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,b82381da4c937a11aa07d721cebe010352c5c6639aba71e94f52145c8f5a2bd9
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3856.JPG,chilli_cold\healthy\IMG_3856.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,221faee10d47fcb86a36592f6346586e64bf9618b043f073be41c1355e0ab5dd
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4619.JPG,chilli_cold\cerocospora\IMG_4619.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,8e9b84d520a3028e3db87ca6c73f514ed65dbe59f0eadef6ca4ed42f7f93052b
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4634.JPG,chilli_cold\cerocospora\IMG_4634.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,3d5ae7f558bebd5b0560cb97d18f67bd8a80e3011d5fa49022f6cd800ea6d01f
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5334.JPG,chilli_cold\murda complex\IMG_5334.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,afed04e8a1632e56ef459afe809e76c1bf6697c9c2bb7cf463c63ed801b2df84
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4707.JPG,chilli_cold\nutritional deficiency\IMG_4707.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,9f27ab3947c3937576326001233481b5316fccd5247c90c4a63219027c4731d6
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3504.JPG,chilli_cold\healthy\IMG_3504.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,88494324f683fdad2f54bf9c0f0eebf30d10d953475097d97dde5b7255705e45
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4224.JPG,chilli_cold\murda complex\IMG_4224.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,7a6107dc1f7e66ebdbbf360f3cf41f6bd37d3c6f503c2388abcd98eb6ee56b1b
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4935.JPG,chilli_cold\nutritional deficiency\IMG_4935.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,6adaf2ff5ae6331c8ca464d326702928a3cd40a0f1559423e9c6a7f05b96ae47
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3471.JPG,chilli_cold\healthy\IMG_3471.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d55faa7658989b10bd1a192cf9a9c1f6b5fd4e1d386fc9a81aa356b93c8ebb3d
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3601.JPG,chilli_cold\nutritional deficiency\IMG_3601.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,fd5b6ce424795d39bb1183e7ddcc8137764e9077dd71f6f359e515ca4c06c4c9
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4588.JPG,chilli_cold\cerocospora\IMG_4588.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,438419745f1ac9af3b15c2bf0e5f3803ed71b6773572cb1d2255f8bea1655e68
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4940.JPG,chilli_cold\cerocospora\IMG_4940.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2f0214af6c07af52a807f145ed09b5424b2481c59e2a5358d9e6cb0d24cb8d29
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3515.JPG,chilli_cold\nutritional deficiency\IMG_3515.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,5c9ee7867cc4b26a8e74d9e2dc572bf10429857858fd0c6d6adc1f179c4f4999
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5414.JPG,chilli_cold\cerocospora\IMG_5414.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,cb5eda9b5c7f05d1aba3f6ba816265de9c0304bc16e699632eb613978853efe2
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5109.JPG,chilli_cold\murda complex\IMG_5109.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,b2cf3057800d9926d6c824c58a3ac915f091f49ba149ccd59fc33d6bed9d8d8d
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4834.JPG,chilli_cold\healthy\IMG_4834.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2d64cfec73a008a580a689702bcfb52336e652ec751d05c28d3f8886a5603085
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5390.JPG,chilli_cold\cerocospora\IMG_5390.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,0a861c4056d2b4e27822cb211320f0acce8cd7a2cb8087e9e3e734ede4099a69
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3250.JPG,chilli_cold\murda complex\IMG_3250.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d818b2280c34c67a185f3b7b9df7be6ea377b25f5daf710e61b3e8b2efb967c4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4164.JPG,chilli_cold\cerocospora\IMG_4164.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c7a7aeb0985e85be1a40bf7c111819b936e7f67aa04d8f7a1956d09eaae1b9f5
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4504.JPG,chilli_cold\murda complex\IMG_4504.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,3eb51240f165c690c66116e48472ac21c3931bc6e22262cd9916a18a1545c84a
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4980.JPG,chilli_cold\cerocospora\IMG_4980.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,da0defebfefe792cfdea9c8154f88ba26cce439bc79b23a1e72b1bab7ceff319
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4682.JPG,chilli_cold\murda complex\IMG_4682.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4e470a75e89b76963c38bc592cd3161469ad3fc74016c7aa17ad99d39b7bbe51
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5600.JPG,chilli_cold\powdery mildew\IMG_5600.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4bf2f1ed3d9d774dddd6f81256c43e0a14bfbda83a63eff63484b5ef7e00c3f3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3934.JPG,chilli_cold\cerocospora\IMG_3934.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,fa5df8afa06353f98f326c7c10c106567be4e9906ffac33579dd1f305533a60e
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4481.JPG,chilli_cold\cerocospora\IMG_4481.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,f89ba918046b379651805498c0f2cbd27dd7532d73e4bedd60f08863b740fbda
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4130.JPG,chilli_cold\cerocospora\IMG_4130.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,58d62d68fc0180d89de5c6ddfcf3d98e2fe04148811d72a31ea9a945bc5ecd4e
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3579.JPG,chilli_cold\cerocospora\IMG_3579.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d4bbb77c4644701a03de34778e66428fbbfd2430811fea134a3bda04ec7a12b3
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4733.JPG,chilli_cold\nutritional deficiency\IMG_4733.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4c852bf7076e9c5ab801078368f9dca81a142a7ac597ce9b67678c3bf2b23b8f
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4441.JPG,chilli_cold\healthy\IMG_4441.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,910e711b02cb697f6ca81ff9b759c5d267c6f6c8b1423367d202d649ec96a6df
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3280.JPG,chilli_cold\nutritional deficiency\IMG_3280.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2f2a756d4047177a6055b71e2a62deb4f45f951b4cdce659dd46fe33114e707b
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4685.JPG,chilli_cold\nutritional deficiency\IMG_4685.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,6e3501a10132db7c349cde66c81242585d5a907a959d2be0dd73dfd4c174133f
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5517.JPG,chilli_cold\powdery mildew\IMG_5517.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,ad80c9fb221c3a33e2c82a81d3c7f189e332ccccea92c2ba5036adb6cf44f2e6
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3354.JPG,chilli_cold\murda complex\IMG_3354.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,495679dff4f1308e48f75e4eab616e0e04cb9904841cc5c4badf1bb7497b2bb6
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3924.JPG,chilli_cold\cerocospora\IMG_3924.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,47717c7f6ebb92e1255297b64b5261e7b711dcc0636e14b9428949766cece1e9
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4170.JPG,chilli_cold\cerocospora\IMG_4170.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,1d119740eaeef890918286f6657d47182ce8ea4d06315a771e2ae56c40b75fc8
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4626.JPG,chilli_cold\cerocospora\IMG_4626.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,cb2f9fa07e51a4854bc578c174170eb23ecab4c8bc5d0e40f870b997bfb308a2
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4502.JPG,chilli_cold\murda complex\IMG_4502.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4ba5600666e459f2f7f1dc580cc7cefa875466cdd25a542bd1cf423586d45d29
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5503.JPG,chilli_cold\powdery mildew\IMG_5503.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,45128f0799c56527261dfde7214df1408045c8c2404f398adfca2a077fea44e7
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4491.JPG,chilli_cold\cerocospora\IMG_4491.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e7af19a4ecb9a3722421a091413740cb23af5888d170dcb34c47d54ec6ffebda
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5497.JPG,chilli_cold\powdery mildew\IMG_5497.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,111701713d29be5835ab07959280bd6089856da0d77065fb3f030fa9024124cf
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3239.JPG,chilli_cold\murda complex\IMG_3239.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d07ca2e5ad1c215598769de5f7ce01ae7b783fcd9852e028c8c9d1a9120aca3f
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4409.JPG,chilli_cold\healthy\IMG_4409.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,67abc8f6de4751ddfad9cf147f6dd84b3823b68dba50476143115032aa51558b
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4996.JPG,chilli_cold\cerocospora\IMG_4996.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c1aaeb21614204a397db38ec7da788553d53ca3f4d10fd2c3ef5370ed62fdea2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4886.JPG,chilli_cold\cerocospora\IMG_4886.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,f163a8d4fe0fb2942a7686a7416204868ade93def91557f8b47cc6a439463d86
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3558.JPG,chilli_cold\healthy\IMG_3558.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,23b58a5014d0d930e8f50fe1eec41f3e6f14a6cd3558b893faf9955cb9dcdaad
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3330.JPG,chilli_cold\murda complex\IMG_3330.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e7d64914badffb3079e009a56ad271d3abf714e0c87d3841c58298c143443e13
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4120.JPG,chilli_cold\cerocospora\IMG_4120.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,bc544fed2774770a3dbd5b1f85f92b45980687fb5040a6737af94962202a52b6
