image_path,relative_path,crop,class_label,ground_truth_quality,source_type,source_url_or_description,sha256_hash,notes,hash_collision_check_passed
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_field_tomato-plant-virus-tomato-yellow-leaf-curl-virus-tomato-plant-disease-mosaic-virus.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_field_tomato-plant-virus-tomato-yellow-leaf-curl-virus-tomato-plant-disease-mosaic-virus.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),a9a2a8fb11e81b38fdf434db1711e1261d5e15033e3845ed58941affeacc84ba,Farmer field photo of severe leaf curling and chlorosis,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h81.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h81.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),81ccdf6150cd31c7445814c99e7d5d6be0450934ad8b1b973c83572e4ee93ea2,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h9_change_90.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h9_change_90.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),616ce9759b34c16d57c96af17d282efb10fe0f7038dd5c8349ff192b1cc82f54,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h95_mirror.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h95_mirror.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),8fbef5999c6fd30ce96570114dbfeedf9c44b63c86e49f0d93a6bd60da51f74a,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h96.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h96.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),0b00e617a9253d16700d3e896107e1b45fc7c39ed50af5480db6dc1ffbf16b7d,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h98_change_180.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h98_change_180.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),d05e358576ee4bec4f9eb93f9edc7d80f5b67c05ed2f917f2800036a9885da76,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h99.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h99.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),0d3fc12f4efb281288d57f727078077bec419a98ca18a392ed378abd83a8e8ef,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_HL__99_.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_HL__99_.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),2d6c8d5c627d911e84c20bc2dbe68a606046bdbffb2e34dd2303a91767e80884,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_images__1_.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_images__1_.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),3b7a9a499244fb26627b013c7c957c2290a2a3e621e3a0ab3f368652be13b50f,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_152940.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_152940.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),88bf10cb639f833e98f148555cf9d298958689374b746f0b94128ece0d9cfedd,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_153304.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_153304.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),478b76a8a975d502ad4e10ba70638d613d03b1cbb92ececb07ade299eb8191bb,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_153353.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_153353.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),d20b51f1b156b174dfde7443c83fc4ef4496b7671fb911c7f3fdba8d794d72e0,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_153538.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_153538.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),f65a476db60f7ac3fec415c9d27b7d68a3375e6127260f7649c13523e916e625,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_155139.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_155139.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),15928bbf233d8c31d39fa34d5d4b92a11da6738586a830d8bd2e661a98f9b8cb,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_160342.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_160342.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),f8aca6e078c1d78ce0592f393b9a452268fcca1f7fd6c58b85ad094afff2165e,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161615.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161615.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),cb0cb471aabb61e1bab621e2d5382aa8f775b44fc1d21e3683a947a0371064ca,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161616.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161616.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),0d277516093e0f117e62520aa0979f1d62193e9636ee620f1e2cfebd4a062417,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161618.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161618.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),e5de68e7cc6edfa58907936bc9c56d68e80cefb3ae52be3ea5ec3c6c20d32426,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161619.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161619.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),fc42fb6b6299de966940f77ce4742c5ba903a1857d897d2fc16788c52a5f3ce8,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161622.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161622.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),78e512d3bb262aa2230d2f319917cbeb3a86f12ac2bdf23618f259a3c09ceef6,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161624.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161624.jpg,Tomato,Tomato___healthy,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),afd046a35d1a433bc75b92c6a097dc070eb61f30a508c5f9f5c4f3bd27d668de,Healthy outdoor tomato foliage taken in active farm setting,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_stock-photo-alternaria-leaf-spot-alternaria-cucumerina-on-bitter-melon-momordica-charantia-1679534692_jpg.rf.6713530d0a4407256c2fce3f34128759.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_stock-photo-alternaria-leaf-spot-alternaria-cucumerina-on-bitter-melon-momordica-charantia-1679534692_jpg.rf.6713530d0a4407256c2fce3f34128759.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),8d4a32e3e651c900793c14cf9f9b0a56958efe1cf0b458511c0c9abc9225fc8c,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_stock-photo-alternaria-leaf-spot-alternaria-cucumerina-on-bitter-melon-momordica-charantia-1679534689_jpg.rf.b5369a7c8ed8284906548cd2276ef2cd.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_stock-photo-alternaria-leaf-spot-alternaria-cucumerina-on-bitter-melon-momordica-charantia-1679534689_jpg.rf.b5369a7c8ed8284906548cd2276ef2cd.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),6e4f336e7631c124aac9b7c6c24a7bbbcd3fa275f751be01ff07c4f0690833f9,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_septoria-leaf-spota_jpg.rf.c2becf5aa3f448f8b66d0bf7da470932.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_septoria-leaf-spota_jpg.rf.c2becf5aa3f448f8b66d0bf7da470932.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),d23efc684fdf95d6c71eae8ed699cd8ebbae249e17a1f8c6cd793a216a87bef0,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_maxresdefault2_jpg.rf.b2f061044a211410e38bcb55efb0f639.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_maxresdefault2_jpg.rf.b2f061044a211410e38bcb55efb0f639.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),c34ff632a91a504a7c5ecbfb309a5f1badefb80d058629789590efa9bd3da3c8,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_image6_jpeg_jpg.rf.67ddf961cb55923454987bea5c6f4d77.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_image6_jpeg_jpg.rf.67ddf961cb55923454987bea5c6f4d77.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),3be3b1c384913548a066ea75067824c5509ff98f559604d36d4d5486b4ac4142,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_image52_jpeg_jpg.rf.03502a187ccd04c2cf7a9e1c394f0cbc.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_image52_jpeg_jpg.rf.03502a187ccd04c2cf7a9e1c394f0cbc.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),2e7d669c0d7d79d36e9dab0696e3a782ae1aebd820552ef05901d7ec5fdf9121,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_image14_jpeg_jpg.rf.7d0dabbcda2a7f227e74000d861bc1d0.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_image14_jpeg_jpg.rf.7d0dabbcda2a7f227e74000d861bc1d0.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),ed2893fd23eb2e096cee598a4152fef37380d0810257061f8acf31b233e45ead,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_depositphotos_309040322-stock-photo-leaf-bottle-gourd-infected-cercospora1_jpg.rf.e43fc931c226a1620cd6999173c5dffc.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_depositphotos_309040322-stock-photo-leaf-bottle-gourd-infected-cercospora1_jpg.rf.e43fc931c226a1620cd6999173c5dffc.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),ee9d0d7802cb3f4b351bcf350aed3fa17941d528a9cace2dbe4c9b0dfaa81b43,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_cucurbit-alternaria-2-cantaloupe-lesion-detail_jpg.rf.947a6f80c39ac500c8af63bd2f60ec24.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_cucurbit-alternaria-2-cantaloupe-lesion-detail_jpg.rf.947a6f80c39ac500c8af63bd2f60ec24.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),de0b6089a27c1dd7ede85370254672e9e70f7bfeaef05eb8b850cbe66efcad41,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_cercospora23_png_jpg.rf.3c6cfadeeb06b47a1a3916facec76938.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_cercospora23_png_jpg.rf.3c6cfadeeb06b47a1a3916facec76938.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),33024e5ed733bcc50404b505fdc076ccc4bb366476bedfdfbe7636d4cb00f2a2,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_b6ca3f80-cc10-4d4f-be0d-771deb9a4969-jpeg_jpg.rf.c559b074f99397003e7c0760fda12f3a.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_b6ca3f80-cc10-4d4f-be0d-771deb9a4969-jpeg_jpg.rf.c559b074f99397003e7c0760fda12f3a.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),3525a31452e6bf33eef2479f04580ba18e983cc735afd2744441607827c97393,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_b6ca3f80-cc10-4d4f-be0d-771deb9a4969-jpeg_jpg.rf.a02f4698c8ba743a2446ca41ee23922c.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_b6ca3f80-cc10-4d4f-be0d-771deb9a4969-jpeg_jpg.rf.a02f4698c8ba743a2446ca41ee23922c.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),ac11453e00cd93bade175fc4cfc777b3416a882dc8812b47b58c26a5157dea1a,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_alternaria_on_canteloupe_gerald_holmes_jpg.rf.bc75b8ee35a59bd5ca0047727aac20b2.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_alternaria_on_canteloupe_gerald_holmes_jpg.rf.bc75b8ee35a59bd5ca0047727aac20b2.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),22d46c439277158d26150ac22530140366b775128b14e5e5f9a499c32648c072,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_A7D984D8A3D8B9D8B1D8A7D8B6-D988D8B7D8B1D982-D8A7D984D985D983D8A7D981D8ADD8A9_jpg.rf.044ee6ba4863b42e0aca0b95ebf3decd.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_A7D984D8A3D8B9D8B1D8A7D8B6-D988D8B7D8B1D982-D8A7D984D985D983D8A7D981D8ADD8A9_jpg.rf.044ee6ba4863b42e0aca0b95ebf3decd.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),5e5e8bdaa79ba0b60e35cf1e81d1a3d47a37c6d2f1b1d1423d190b1668107ba5,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_9aa08949e52346c781084911048e539c_D8A7D984D8A8D98AD8A7D8B620D8A7D984D8B2D8BAD8A8D98A_jpg.rf.fcf0a9a158f742b6593f58fb8dd7a628.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_9aa08949e52346c781084911048e539c_D8A7D984D8A8D98AD8A7D8B620D8A7D984D8B2D8BAD8A8D98A_jpg.rf.fcf0a9a158f742b6593f58fb8dd7a628.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),19608188e9d7d3392a01bf3c03730cd0ce7fba3d71e479ece53c910be317d2d1,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_9aa08949e52346c781084911048e539c_D8A7D984D8A8D98AD8A7D8B620D8A7D984D8B2D8BAD8A8D98A_jpg.rf.9c1be8e86661788397a7e9ed75b2c685.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_9aa08949e52346c781084911048e539c_D8A7D984D8A8D98AD8A7D8B620D8A7D984D8B2D8BAD8A8D98A_jpg.rf.9c1be8e86661788397a7e9ed75b2c685.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),502112801e2d75c5e3e2e513738de2679402291b6a5123c33fd90e5b73454d17,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_6242739939180544-jpeg_jpg.rf.351d97d0567c529b87c4cd105005fa6f.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_6242739939180544-jpeg_jpg.rf.351d97d0567c529b87c4cd105005fa6f.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),79e201e96c2f31c759561dbec1204447f38b61aadac5ae60a3f2c51379ace2e0,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_6078710516023296-jpeg_jpg.rf.38f8934e55b86085c718d986a2a13305.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_6078710516023296-jpeg_jpg.rf.38f8934e55b86085c718d986a2a13305.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),b9ed9e078384211d1fda7f2cfb3f3e774e79c04e42aebbc6abb525c338bc2f95,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_5D983D8A7D981D8ADD8AAD98720-20D8B9D8A7D984D98520D8A7D984D8B2D8B1D8A7D8B9D8A9_jpg.rf.7be61e8e953da9685be74d12132b0ccb.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_5D983D8A7D981D8ADD8AAD98720-20D8B9D8A7D984D98520D8A7D984D8B2D8B1D8A7D8B9D8A9_jpg.rf.7be61e8e953da9685be74d12132b0ccb.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),1f2d9356abb0bbb615d70bdd7afa14a916e3db592d4411d137da51ac717045a9,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_5D983D8A7D981D8ADD8AAD98720-20D8B9D8A7D984D98520D8A7D984D8B2D8B1D8A7D8B9D8A9_jpg.rf.6e3d4e95a6a354a199331303ce1eadeb.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_5D983D8A7D981D8ADD8AAD98720-20D8B9D8A7D984D98520D8A7D984D8B2D8B1D8A7D8B9D8A9_jpg.rf.6e3d4e95a6a354a199331303ce1eadeb.jpg,Grape,Downy Mildew,HIGH,VINEYARD_FIELD_PHOTO,GLDD Vineyard Field Photos (AFM-YOLO Natural Field Conditions),e14553e9e8a2ba8904c0ab0a559aebf1b527b639f11ae50ae0a5d03735414213,Vineyard canopy photograph with natural sunlight and foliage clutter,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000041.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000041.jpg,Grape,Esca (Black Measles),HIGH,VINEYARD_FIELD_PHOTO,AI Challenger Vineyard Series (Field),4edd770938e8b9376d7f2f44dfe1b2267a51493def6e29da5e3480ed2bf6da8a,Vineyard esca symptoms with tiger-stripe discoloration,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000042.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000042.jpg,Grape,Esca (Black Measles),HIGH,VINEYARD_FIELD_PHOTO,AI Challenger Vineyard Series (Field),be87bf930cdd075bec568a18d534eabdffd0a64ebc9bb77fb4ef5b0bf2d25c01,Vineyard esca symptoms with tiger-stripe discoloration,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000043.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000043.jpg,Grape,Esca (Black Measles),HIGH,VINEYARD_FIELD_PHOTO,AI Challenger Vineyard Series (Field),462aa6e9e6dac3a4025c87138051b7dad0a14dde9a7185358849289a311e90b2,Vineyard esca symptoms with tiger-stripe discoloration,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000044.jpg,results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000044.jpg,Grape,Esca (Black Measles),HIGH,VINEYARD_FIELD_PHOTO,AI Challenger Vineyard Series (Field),dc2071a9201c90a9e28641878f4e7ce17e431c3bd1b5fc723e3fae92f59fcbe2,Vineyard esca symptoms with tiger-stripe discoloration,True
