image_path,relative_path,crop,class_label,source_dataset,source_url_or_citation,sha256_hash,hash_collision_check_passed
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1109_JPG.rf.1ae49ca08aa9c7cbeaf6872207549cda.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1109_JPG.rf.1ae49ca08aa9c7cbeaf6872207549cda.jpg,Tomato,Tomato___Target_Spot,Sylhet-Tomato-Dataset,"Sylhet Agricultural University Tomato Leaf Diseases Dataset, Roboflow CC-BY / Public Domain",4a1d6cf7b5b8ab2295e2df16ad86faf2d3ec6ec8c43d6c0b96f1e0071dd92e6d,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1109_JPG.rf.534375443bfb4758c17b7bcfbdf125ef.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1109_JPG.rf.534375443bfb4758c17b7bcfbdf125ef.jpg,Tomato,Tomato___Target_Spot,Sylhet-Tomato-Dataset,"Sylhet Agricultural University Tomato Leaf Diseases Dataset, Roboflow CC-BY / Public Domain",f84f1ee2989510643fa84cc98a1fbb6ee0be45620674da194ec2ea01df7c1ee5,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1109_JPG.rf.c085cca696ee85d4a648d110f49d96e7.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1109_JPG.rf.c085cca696ee85d4a648d110f49d96e7.jpg,Tomato,Tomato___Target_Spot,Sylhet-Tomato-Dataset,"Sylhet Agricultural University Tomato Leaf Diseases Dataset, Roboflow CC-BY / Public Domain",6bdab16be220eef3d419f27a4bd8829035ad3082bebe2e84878a89ccff6690b7,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1136_JPG.rf.7b812b71128bd9323872134dd4fb6cab.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1136_JPG.rf.7b812b71128bd9323872134dd4fb6cab.jpg,Tomato,Tomato___Target_Spot,Sylhet-Tomato-Dataset,"Sylhet Agricultural University Tomato Leaf Diseases Dataset, Roboflow CC-BY / Public Domain",d2fe0ce7f0caf27ccad010eb0bd3830fc0e2c288b151855f1642963afa052e21,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1136_JPG.rf.9b5aa66a76a7d7bc25338d96f64c230b.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1136_JPG.rf.9b5aa66a76a7d7bc25338d96f64c230b.jpg,Tomato,Tomato___Target_Spot,Sylhet-Tomato-Dataset,"Sylhet Agricultural University Tomato Leaf Diseases Dataset, Roboflow CC-BY / Public Domain",9de760b1a1aa013c8dd08ae39fc4d81281298afdde33276e8164150064eb6f41,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1136_JPG.rf.a67403b1f7e419108c5cfedd16c22348.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1136_JPG.rf.a67403b1f7e419108c5cfedd16c22348.jpg,Tomato,Tomato___Target_Spot,Sylhet-Tomato-Dataset,"Sylhet Agricultural University Tomato Leaf Diseases Dataset, Roboflow CC-BY / Public Domain",58aac8733b5932b40b8948a588dee819a308ed88ff688e533b5a099546c424a9,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1137_JPG.rf.1f210a0df427f4bb2d80e3a1ee91cb2f.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1137_JPG.rf.1f210a0df427f4bb2d80e3a1ee91cb2f.jpg,Tomato,Tomato___Target_Spot,Sylhet-Tomato-Dataset,"Sylhet Agricultural University Tomato Leaf Diseases Dataset, Roboflow CC-BY / Public Domain",ce23f02ad86333da6cee6c27555ef80611423b2e6488fb083d8f8dab2a2be98b,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000001.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000001.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),4b3295ad89f8142440960413b637cad7c06bb61abcdc06a179f1a9d1b73fa56a,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000002.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000002.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),1bc64a464641ad4a43b6c886cba2a1b13a242120f9771d72f23430cd3c6af947,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000003.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000003.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),75ff5613c799a65fe6100b50ab0dae081180898ef2915e88d161211b8b0b04e1,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000004.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000004.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),d325e2733c859d65bf3c5065c79742f7d3564349899a3479399ac814ea260b46,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000005.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000005.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),5ba9d56504b15ae1373d0b26e5b9c4464b3ac6f736171e38e4f8a67147aea049,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000006.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000006.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),6b985e4269e59ac0c65342aecf5c6302340a34763a1b74c31e45fcfc43b9db9d,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000007.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000007.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),3b40fcc166521f11841961ba08e8c366cecb8ad516caf03e3f962223970bea7e,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000008.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000008.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),0bd2f65419d76755401a26e4104939e31ce7a57f5f902580f4faba580e516db8,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000009.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000009.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),1a305c42b4914cdb34b3e592e83e059e06752eb4f6e5416c2b754c70e63a8743,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000010.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000010.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),013e2c3814586b920fcdca8799eafad985943c65bbd308fea0dccf2a62ce37fb,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000011.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000011.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),b55b92c2b1337e4741fd4c78042f5c12e228c6f717d6cf6c12a70219d8c15cb7,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000012.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000012.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),39f1acb105db33a9002ee473d7dcad7c37500b0b217e6bd09169396510f1a0f9,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000013.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000013.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),b21cd3df1792d6258d969757b33a6621a4c297965432f9613463eb5c74955826,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000014.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000014.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),bfb0160af12b26cf41be685347c7dddfdef432e7de37b76e94ba3e063bf4065d,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000015.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000015.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),4c46e2807fe7af952bdcfdd8e305ea577a03e483e45c2e302c5b3f6a1346ebda,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000016.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000016.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),06dbfc6a610df404f4ada79d138bd5ebe2dfa768a40a18db644e1808b600d19a,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000017.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000017.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),4e35e816a1fdb84d5705e4e8720be6a849fea37b87aedfca2be7ebde7e97bf09,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000018.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000018.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),6c16542b78341420efbc471e8547b2763c022aa9864151f062b14a9db9d595a8,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000019.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000019.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),103ec79582052e353918c9249056990f8d40154ec9a181812fb4442159d4e45e,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000020.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000020.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),b71ee0c5a979496431deb33d91afe86d25523ae0dec8aec5070f4f89196fa2f9,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000021.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000021.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),362b0e5b6eb8a1dfdfb2c97c0971e35f3ea545ff0d4712fa5d6968e98447743f,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000022.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000022.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),529d337006c09b76863c16e8138755b272657a98cd8fa620ba6d2a206f95e53e,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000023.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000023.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),db9840c64d4262aaa0d197eb6cf1cb0bb47075b308f187321f60771146b5c7d1,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000024.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000024.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),7f9cd752496d4b2620ce74f882aba0d134602c68ba589f48a0bd98cea1605faa,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000025.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000025.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),46e6d71416253e4d56eb946e1f0f6594fed162c60dda8c3587529f51b66f7649,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000026.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000026.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),fb603e41fdcc96fb3476cf03cf814be17f4403e5683f805b09d101c10013ab15,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000027.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000027.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),f4504dd97c0d10d3d2f29673b2bf9593c23ef093e1456824dae945526d9ec12c,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000028.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000028.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),ac55f8728f89c53e06987f8a8b6c386d033f70e44694ee2c22eb8efc0ca8907b,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000029.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000029.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),2a6c2be67ec80f0a47d34429d75ab2354a949c9aab261e51d373aa3f69a912d4,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000030.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000030.jpg,Grape,Black Rot,AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),cb4c57c06b6524edd676dde4fb00f47292d31868d75347dede9b6744a7f093c3,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000001.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000001.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),6e834be8d2e9e21811667bb048f26f03f8fb19332ad13c84b819a7715344ab63,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000002.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000002.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),39af9877fe78b1ecc7ce932cdffbb43100d503c0b7b220dd487370c2ecfed37c,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000003.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000003.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),e9d7bc0f51127dff59ba65a5a37fb6aba978674439171ac10a9319100929ef42,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000004.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000004.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),86b352ccede1b5487f83f7e40c17a615783c93fe3f15dca462438917be49668e,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000005.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000005.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),ab721a8ae90c39f053b5764ddea5ce7be0cb47af5097e1d02e6c6d2245472f3b,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000006.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000006.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),8d2de1de32c7d3f96a39e886a9aad6db2ccc7aebb42527edaacd3dd8ea8668cc,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000007.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000007.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),891625ea611284b3e9f73ece3f3dc405cb64bf26b05cc5258a6d3c51e7e70173,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000008.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000008.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),fd1fbb8ea43b821ec42a2a5f9a4ce62e8208f57d9e431712f677fa0183ac247c,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000009.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000009.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),62c6b5852f244960c3ef2ca828f62a8ccd04099652fb397a1089a7c04c53e746,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000010.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000010.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),18b232118a857bbb080613a868e0882ebfc910e9b42d1598c6440acb06f43742,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000011.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000011.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),3857646f0e6208c0096184b2c6bdfa2a627dd4ab8e5cef89b208a9291f90b217,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000012.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000012.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),ffb11c0caa5f3ddf4592e456cc6235e9f0a542d07de2a764485b78e385c56534,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000013.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000013.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),37e15e1ac454c18627b0f24159eb1c825ece26fbd6a606ea43ed431f1e37132e,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000014.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000014.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),2139c276e210eca901318eebd198bef5859e83bd4c4b7a83088fb636a8db3882,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000015.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000015.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),472af12a54752ee6f3cbe193c74c9801f81354ed33d8d88887ad6bcc0c34a1e4,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000016.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000016.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),080aa2e31d2300726bd9c08fb023848cf597ecf1ba404e5c9d9bd2dc1240ebb7,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000017.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000017.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),efbf9c9b56dcc64bad1719ee121b546211fb39bbe2f1d60bd7ee55ecb6c96ecb,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000018.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000018.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),f6ae9a6194ebf86f7e39ac8a2027afc218de19f51d81b54becb49b7ac68b1e8f,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000019.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000019.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),f4061045c3fb4b732cbe5c562c937d7e50e87f4a522a0d22d8785cc236e78ac0,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000020.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000020.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),d6bf29b801a8e371bb8f5f70e2b071a57c247931f3d99e3e1ad02bceedc1c89f,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000021.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000021.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),8e77410d9f1ba5e8c68f917b49a2b90bf49a2d04b199ae506ae4f0211b21bdd2,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000022.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000022.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),42cec8c29649b730ff10ad276042630e7949b566245813a22100839df64e0221,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000023.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000023.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),28ac024e0619192f22face5f117823f7dc3097fec0f9e7e9599abdeb4c257f94,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000024.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000024.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),98b1ee6fb5a204ef61f10b01f79fb462aca6d71993c35f5974b993384b9a604a,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000025.jpg,results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000025.jpg,Grape,Esca (Black Measles),AI-Challenger-2018-Grape,AI Challenger 2018 Grape Leaf Disease Dataset (baliwaka repo),f97490a77c54ae41d6ef89e9d233c345c85447f4a17ca3981392c8e313904250,True
