dataset,class,file
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\74d7b267-cc8e-4cfe-be97-1fd5165c76a4___YLCV_GCREC 2748.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\74dafee0-94a5-4e07-9b04-c85f4cd9928a___YLCV_NREC 2243.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\74ed3a98-1778-43eb-bf95-7a3f186bb22b___UF.GRC_YLCV_Lab 03044.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\74fb0d44-ba5e-4ee1-bd21-e0b3be567836___YLCV_NREC 2922.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75033ceb-b250-4af7-b54f-0f1b170d8aa2___YLCV_NREC 2928.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7503943e-57b5-49e1-af18-bbec27bcc6d3___UF.GRC_YLCV_Lab 01495.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\751200d3-161c-4028-9003-30f4e9ab1140___YLCV_NREC 1997.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\751c6198-2c36-42c9-b233-b45b5e147d5b___YLCV_GCREC 5209.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\752a3ff8-4e6f-497c-b9cd-c543056f2d30___YLCV_NREC 2519.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\753d4aa4-2431-4892-9bc2-dff29b25bef6___YLCV_NREC 2258.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\753d6a80-8356-49ba-a90e-80062d4218c5___UF.GRC_YLCV_Lab 08541.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75422784-dbde-468f-b927-b19a56aa6df0___YLCV_GCREC 5334.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\754260bb-6fa5-40af-802b-e706b606900c___UF.GRC_YLCV_Lab 01733.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\755de3cb-deee-4f67-bd63-0afacb7d5cf0___UF.GRC_YLCV_Lab 03066.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75752767-df17-4f29-b45a-8b1034ffe257___UF.GRC_YLCV_Lab 03155.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\758cc68d-9222-47b0-bf54-29f1d131ecdc___UF.GRC_YLCV_Lab 02593.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\759187eb-578a-4800-8b66-b8cc021255db___UF.GRC_YLCV_Lab 01713.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\759ac168-130f-4d76-a5eb-c7cf527b3dc1___UF.GRC_YLCV_Lab 02167.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75b2e6cc-9a7d-42b8-b6d8-73532f0503bb___YLCV_NREC 2366.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75c55562-e553-48a9-bdb3-a7b003390ac6___UF.GRC_YLCV_Lab 01908.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75dd0ad6-c0c5-457a-80e4-e967b7330350___YLCV_NREC 0178.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75dd9b0d-dc4d-459a-a209-e94bdaecdc7c___YLCV_NREC 2302.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75e3673f-9532-4b79-becb-855c353c2bd1___YLCV_GCREC 2555.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75fbe8d1-9d11-4039-9973-ba2599641426___UF.GRC_YLCV_Lab 02548.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75fc3b85-0b18-46a3-8c42-5f3c5581111d___UF.GRC_YLCV_Lab 09521.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75fd22c7-da62-4d43-980a-3ffe43b4fd99___YLCV_NREC 2823.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\75ffc4e4-e18f-47ee-8224-6d2aa808d2ee___UF.GRC_YLCV_Lab 01537.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7627a6fe-8aff-432d-ab91-9dbd2c44db67___UF.GRC_YLCV_Lab 02147.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\762e31a3-f223-4ec3-bade-848133b4dc49___YLCV_GCREC 1967.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\763847e8-25e2-4e58-a3db-81cfc5a26333___UF.GRC_YLCV_Lab 01705.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76443de0-d29e-43f8-a521-8a556e85e871___UF.GRC_YLCV_Lab 09339.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7651f6f6-39cb-4b5a-9daa-2160613c16bc___UF.GRC_YLCV_Lab 09603.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76538e40-4986-4f01-bfdd-bd3d4f0453f1___UF.GRC_YLCV_Lab 02621.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7656252f-8a0a-4e98-af75-b28de427afe2___YLCV_NREC 2344.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7659846e-0003-42bc-ba6f-d553ea1971b3___UF.GRC_YLCV_Lab 01644.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76705bf6-0351-425b-9446-180be40dac89___YLCV_GCREC 2426.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76835334-77ef-4b54-8cfe-0fd6c2733ab8___YLCV_NREC 2774.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76874a03-c2f4-4d8c-ba99-26df6fa4b289___UF.GRC_YLCV_Lab 03228.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76964f4b-7330-4a36-9bc6-84e40c8b77ef___UF.GRC_YLCV_Lab 02458.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76b6f816-1cdb-4499-88fb-3c8e39fb0134___YLCV_NREC 2080.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76bc3125-07e1-40f7-9a88-e3fa2153569b___UF.GRC_YLCV_Lab 03061.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76c0d4b0-65bd-43da-8fbf-e94e08ec3272___YLCV_GCREC 2123.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76c33a58-09c4-4416-81f4-99c2dc3c280e___YLCV_GCREC 2802.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76e0ae6a-eceb-4779-8936-45c81118e56e___YLCV_GCREC 2438.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76e97009-e97c-4a2d-9a09-d4c3b4d7359c___UF.GRC_YLCV_Lab 09438.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77139872-d443-4ef0-966c-1e117e1d9df7___YLCV_GCREC 5523.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7734544d-f6ec-4df7-956d-99697a51c5f2___YLCV_NREC 0089.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\776610c8-77d3-4dbb-91e5-232aa475508a___UF.GRC_YLCV_Lab 01476.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7774d595-bce2-4ec0-8a10-85ba887029fa___YLCV_NREC 2390.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77d4f7b2-dd23-4423-8e80-feb3378b4321___UF.GRC_YLCV_Lab 02130.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77d772ea-629a-4a67-80ad-31dbf721118e___YLCV_GCREC 2138.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77e40a6c-457a-4afa-9151-92c49511cb45___UF.GRC_YLCV_Lab 09576.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77eaf955-9ae7-4dc7-8fca-5746faa341d2___YLCV_GCREC 5196.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77f04c08-8c17-4c56-b220-5c2928467336___YLCV_GCREC 2536.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77fae293-fda8-46c0-a7a7-bc5fac8426d8___YLCV_NREC 2168.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77ff5acd-ba42-437f-9e23-52006c902db0___UF.GRC_YLCV_Lab 08469.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7802421a-77de-4c86-bfbc-688ff73a7777___YLCV_NREC 2369.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7820c2c1-e798-428e-9206-4b3a5f031e19___YLCV_NREC 0285.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78231f4b-f77d-4ef8-84d0-b1a2f2fbfdcf___UF.GRC_YLCV_Lab 09447.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78522b1b-254b-4ffc-95c8-cb3240f5d8d6___YLCV_NREC 2360.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\785b8aa5-f6e9-4e47-8b65-28d32572912e___UF.GRC_YLCV_Lab 02386.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78690647-14e6-49d6-bca6-7bcf80b95fba___YLCV_GCREC 2267.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78698c93-06f4-41bd-9ede-4ebdf1a39e9c___UF.GRC_YLCV_Lab 02704.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\786a8bce-621d-472b-b140-77bef664c969___UF.GRC_YLCV_Lab 08479.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7875c978-9b79-47ae-8033-d28ca86b3962___UF.GRC_YLCV_Lab 03010.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7888a778-5d18-4abc-a5d0-ac621b42406f___UF.GRC_YLCV_Lab 09360.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\788c99c6-1982-437f-98e2-737a5c954768___YLCV_GCREC 5486.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78a57d53-d086-4e4f-8654-6ace76fb6d7e___UF.GRC_YLCV_Lab 02894.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78ab5cce-f4ff-4a4d-be51-e236724f3ccf___UF.GRC_YLCV_Lab 03327.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78b9c134-1e2b-4670-9bbe-afb27e1ee725___YLCV_NREC 0075.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78c33fe5-c2ce-416a-acad-c8432c75e58e___YLCV_GCREC 2026.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78c735c8-55ec-4008-bab6-72cc64ce9f68___UF.GRC_YLCV_Lab 01889.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78d7cbe2-8f58-4bd4-a2e3-cd89ce41f384___YLCV_GCREC 5125.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78d86bb7-9329-4148-84fe-63b734e7c4c8___UF.GRC_YLCV_Lab 08421.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78d88883-2b65-4915-abe0-d08a34068bc2___YLCV_NREC 2473.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78db61dd-af41-4419-8b25-48ab84a8406a___YLCV_GCREC 5248.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78e06baf-ac17-4ec7-83b3-7fcc70a5ca29___UF.GRC_YLCV_Lab 09394.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78f8a135-5741-46d0-bb1b-589f127c0871___YLCV_GCREC 1971.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\78fd411e-6aff-42a5-8797-a56b80346ccb___UF.GRC_YLCV_Lab 02539.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79032fad-7cb4-47e8-8b5d-c15f61d3f66b___YLCV_GCREC 2231.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\790b740c-ab3f-48ee-8771-5bac4cdf78e8___UF.GRC_YLCV_Lab 02906.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\792ecc8d-f54b-440a-a518-05cae5904ba4___YLCV_GCREC 5475.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7933a69e-7e62-47c4-8c92-08e12752402d___YLCV_GCREC 2092.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7935cc47-b977-4472-ad3f-41eeb219dd32___UF.GRC_YLCV_Lab 01863.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\793c2b7a-ee64-4307-88f1-d660a6a50a3e___YLCV_GCREC 5540.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\793f6f20-096b-4a9e-bd2d-7d9c7cb0f5c2___UF.GRC_YLCV_Lab 01666.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7951bb0d-3885-4014-a492-dc199b39e7bc___UF.GRC_YLCV_Lab 02825.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7968cd62-7006-4eb4-b2d8-66275168a0a4___UF.GRC_YLCV_Lab 02893.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\796957f9-4d32-463a-b8b5-adceaa3e8006___YLCV_GCREC 2253.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\797266f3-1a6d-4201-a4d8-01cff698bfdb___UF.GRC_YLCV_Lab 01619.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79970491-7037-4cf0-881d-f0cefae58155___UF.GRC_YLCV_Lab 09407.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7997a8cd-bc11-411a-8992-2842a65b6c62___YLCV_GCREC 5232.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79985f34-8636-41b6-be52-6572a25fce1e___UF.GRC_YLCV_Lab 01983.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79a440ad-082f-4c5e-b548-f8105cd937a3___YLCV_GCREC 1919.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79c6333b-c171-4849-88e9-8a5f793d533a___UF.GRC_YLCV_Lab 03356.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79da370c-dcc5-49f6-ba39-71c0a9e154d0___YLCV_GCREC 5191.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79e6edeb-be80-4552-82fa-b9d5cc36ca41___YLCV_GCREC 5499.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79fa18a3-cf77-4211-b105-893ea4eb7498___UF.GRC_YLCV_Lab 02978.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a008045-3df4-4558-bcc3-5cab89831490___UF.GRC_YLCV_Lab 02847.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a0706ca-a443-4491-bb4b-41d926af55b0___YLCV_NREC 2143.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a248c72-1dae-4532-b083-b0bee802cb4b___UF.GRC_YLCV_Lab 01722.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a26d2bb-63e3-4a2f-916d-bd587156c1af___YLCV_NREC 2295.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a2cb83d-4fcc-47bd-a893-ad284db06267___YLCV_NREC 2816.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a34ec0c-86d7-4894-96bb-985c14982d56___UF.GRC_YLCV_Lab 02113.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a43c5f0-96e9-4faa-bb02-3e5e85f26a53___UF.GRC_YLCV_Lab 03329.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a6efe87-43f0-4c74-a7f8-3ac126c863e7___YLCV_GCREC 2330.JPG
Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a715b09-e475-41fc-89ca-893ddd45e0df___UF.GRC_YLCV_Lab 01883.JPG
